text,label
Does The movie sounds rotten?,0
What a amazing time The book turned out!,1
The experience was a bit typical but it could be worse.,2
I think That idea seems pathetic and that’s true.,0
Is The project totally happy?,1
The book went a bit hopeless since it’s fine.,0
How wonderful We turned out!,1
Does That idea remains normal?,2
How awesome He was!,1
Is The game  awful?,0
What a acceptable time This place will be!,1
Why gets My friend quite lousy?,0
The food became so passable because it’s fine.,2
Does I became typical?,2
Does This place turned out neutral?,2
The experience seems bleak this week.,0
My friend seems  dull.,2
Why is The experience pretty awesome?,1
How slightly impressive seems The day?,0
Does The experience is good?,1
How a bit moderate looks The movie?,2
"Wow, This place remains  happy!",2
The day will be amazing today.,1
Is The party slightly good?,1
The movie turned out unremarkable this week.,2
The project has been mediocre though I don’t mind.,1
We remains a bit awesome since it’s fine.,1
What a lousy time They seems!,2
She became plain this week.,2
I appears quite perfect.,2
We will be totally dull though it’s fine.,0
She remains a bit nice.,1
He will be excellent this week.,1
The team feels pretty fabulous.,0
The team looks totally depressing but it could be worse.,1
"Wow, This place has been quite incredible!",1
The game appears slightly nice and it could be worse.,1
Is School  rotten?,0
They has been quite sad.,0
What a mediocre time We sounds!,2
They went alright this week.,2
The day seems frustrating today.,0
Is Work really moderate?,2
I think School looks mediocre because that’s true.,2
Why feels The party slightly alright?,2
She is a bit hopeless lately.,0
Does The experience became nice?,0
"Wow, The team appears  middling!",2
The game remains dreadful this week.,0
Work has been super but I don’t mind.,0
The book remains really fabulous and it’s fine.,1
The experience looks pleasant because I don’t mind.,1
The party became good today.,1
What a fair time The trip became!,2
The game will be totally moderate lately.,2
Why looks The movie really terrible?,0
"Wow, You turned out a bit decent!",2
The day sounds totally fair.,2
The weather seems sad this week.,2
The game gets incredible today.,1
So bad that Work remains!,0
Life seems grim this week.,0
Is That idea pretty sufficient?,2
The food has been slightly mediocre but it’s fine.,0
Why seems The food quite excellent?,1
How very wonderful has been She?,2
Is My phone pretty beautiful?,2
"Wow, The day gets really usual!",2
So sad that My phone gets!,0
The team gets grim this week.,0
So horrible that The project went!,0
The book turned out a bit not great  it’s fine.,2
She sounds somewhat bleak lately.,0
So nothing special that The day is!,2
The project has been  horrible.,0
Does My phone sounds irritating?,1
This place looks sad today.,1
"Wow, The team went very acceptable!",2
I think The team went bleak but that’s true.,2
What a disappointing time The weather sounds!,1
She turned out not bad today.,2
Why looks The party slightly lousy?,0
How frustrating You sounds!,0
Why sounds My phone so satisfying?,1
The project became unremarkable though I don’t mind.,2
How good The movie feels!,1
Is The city very impressive?,1
How quite bad turned out The experience?,0
What a splendid time The food went!,1
How neutral This place seems!,2
That idea remains pretty okay.,2
Does My phone turned out so-so?,2
You has been super this week.,1
What a amazing time The party remains!,1
Is The team really okay?,0
I think The game sounds fantastic yet that’s true.,1
They went delightful this week.,0
"Wow, That idea is very horrible!",0
Why will be The project really rotten?,0
What a nothing special time The movie feels!,2
He sounds so fabulous.,1
What a okay time The weather seems!,0
The book turned out alright since I don’t mind.,2
Does You was incredible?,1
The trip has been  perfect while it’s fine.,1
We seems slightly hopeless but it could be worse.,0
The day was totally usual.,0
"Wow, You gets quite acceptable!",2
The party will be awesome today.,1
The book is totally bad.,0
"Wow, The game looks really poor!",0
So fine that The book will be!,2
Does The city is bleak?,0
Why gets This place slightly okay?,2
Is The experience really alright?,0
Work will be pretty disastrous yet it could be worse.,2
"Wow, The trip went somewhat neutral!",2
You is somewhat nothing special.,2
Why is The game totally boring?,0
Is This place really bad?,0
"Wow, The food sounds pretty acceptable!",2
He seems irritating since I don’t mind.,1
Does She remains acceptable?,2
Is Life quite frustrating?,0
We feels lousy today.,0
My friend became a bit splendid lately.,1
They looks ugly yet I don’t mind.,2
The weather looks slightly average lately.,2
The book appears really poor  it’s fine.,0
The team will be quite adequate lately.,2
The experience became quite incredible though it could be worse.,1
Work was so standard yet it’s fine.,2
What a moderate time The project has been!,2
The party gets slightly alright lately.,2
How pretty sufficient seems The game?,2
The team became very awesome yet it’s fine.,1
How pretty lousy was The trip?,0
The movie feels average this week.,2
I think We was lovely since that’s true.,2
The game has been kind of exciting.,1
Why looks The experience  okay?,2
My friend feels irritating today.,1
How fine My phone gets!,2
She became somewhat beautiful but it’s fine.,1
We gets  middling.,0
How lousy He seems!,0
What a disastrous time He has been!,1
He will be a bit boring.,0
"Wow, They seems quite not great!",2
This place feels wonderful this week.,1
"Wow, The movie gets slightly wonderful!",1
Is The party slightly incredible?,2
I think The day seems not great yet that’s true.,0
Is He quite disastrous?,0
I think The team turned out horrible  that’s true.,2
That idea seems  passable.,2
Work became quite irritating.,0
He will be satisfying while I don’t mind.,0
So miserable that I appears!,0
She looks disastrous  I don’t mind.,1
How horrible The book has been!,0
What a hopeless time School looks!,0
How somewhat wonderful was Work?,1
That idea is excellent this week.,1
That idea was fantastic today.,1
Why will be The party somewhat hopeless?,0
Work became terrible this week.,0
Does I gets usual?,2
The book went mediocre but I don’t mind.,2
You appears totally fantastic.,1
What a delightful time The project appears!,1
My phone went somewhat super while it could be worse.,1
So sad that He gets!,0
"Wow, You turned out pretty adequate!",2
She turned out decent today.,2
"Wow, The party became  wonderful!",1
Why remains They slightly nice?,1
The trip was very adequate lately.,1
Does The team sounds moderate?,2
You appears  great.,1
I think I will be acceptable while that’s true.,2
I feels poor this week.,0
She became normal today.,2
Is The experience quite charming?,1
"Wow, She sounds kind of moderate!",2
School seems very fantastic lately.,1
The city gets passable this week.,2
Does I remains lovely?,0
How kind of typical went The party?,2
I seems quite awesome while it could be worse.,1
My friend seems hopeless today.,0
So sad that My phone feels!,0
The weather will be somewhat good since it could be worse.,1
School remains annoying this week.,0
The city turned out amazing this week.,1
How slightly good seems The movie?,1
Does The experience appears dreadful?,0
How hopeless School will be!,0
How slightly not bad looks Life?,0
We sounds adequate today.,2
Is The book  normal?,2
How really horrible appears The game?,0
The party sounds awesome because I don’t mind.,1
The party turned out quite perfect though it’s fine.,1
How so awesome turned out The food?,1
The city turned out totally charming though it could be worse.,2
She sounds decent this week.,0
So okay that He was!,2
Does The food turned out splendid?,1
Is Work  perfect?,1
I think My phone is poor yet that’s true.,0
This place went kind of hopeless but it could be worse.,0
The weather looks charming  I don’t mind.,1
The project will be totally impressive.,1
Does My friend became miserable?,2
What a nothing special time The weather became!,2
The day became somewhat good lately.,1
"Wow, The city appears kind of plain!",2
"Wow, The weather feels totally mediocre!",2
Why appears He  frustrating?,2
How slightly usual turned out The experience?,2
Does My friend has been great?,2
Is The game a bit impressive?,1
"Wow, The weather remains quite boring!",0
"Wow, The party feels very ugly!",0
My friend is so fine.,2
How lovely Work became!,1
The city is incredible this week.,1
How terrible The movie seems!,1
The day is somewhat great.,1
"Wow, You has been really ugly!",0
Work was splendid today.,1
She seems quite annoying.,0
That idea was mediocre today.,1
